,verb,levin_class,stemlem
2182,punish,,punish
2183,rebuke,,rebuk
2184,reprimand,,reprimand
2185,reproach,,reproach
2186,reprove,,reprov
2187,revile,,revil
2188,ridicule,,ridicul
2189,scold,,scold
2190,scorn,,scorn
2191,shame,,shame
2192,snub,,snub
2193,upbraid,,upbraid
2194,victimize,,victim
2195,vilify,,vilifi
2196,analyze,assess,analyz
2197,assess,assess,assess
2198,audit,assess,audit
2199,evaluate,assess,evalu
2200,review,assess,review
2201,scrutinize,assess,scrutin
2202,study,assess,studi
2203,dig,hunt,dig
2204,feel,hunt,feel
2205,fish,hunt,fish
2206,hunt,hunt,hunt
2207,mine,hunt,-pron-
2208,poach,hunt,poach
2209,scrounge,hunt,scroung
2210,advertise,search,advertis
2211,check,search,check
2212,comb,search,comb
2213,dive,search,dive
2214,drag,search,drag
2215,dredge,search,dredg
2216,excavate,search,excav
